"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate","createdby"
"Cuttack","BP-CTC-2022-03-16-001765","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL,"223d99d5-f237-43d5-b1dc-4824dca4f3ca"
"Bhubaneswar","BP-BMC-2022-07-22-006463","BPA1","2022-07-22","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Bhubaneswar","BP-BMC-2022-02-03-000676","BPA1","2022-02-03","2022-02-12","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-04-12-002444","BPA1","2022-04-12","2022-05-02","FIELDINSPECTION_INPROGRESS",NULL,NULL,"812e7ef1-b410-454c-9a7f-6df0e9a7f6fe"
"Bhubaneswar","BP-BMC-2022-03-09-001538","BPA1","2022-03-09","2022-04-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"e50669bd-55bf-412c-ad5e-0ae40824a7d3"
"Berhampur","BP-BAM-2022-05-04-003196","BPA2","2022-05-04",NULL,"INITIATED",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Berhampurdevelopmentauthority","BP-BED-2022-02-12-000834","BPA1","2022-02-12","2022-02-12","APPROVED","BP/BED/000050","2022-02-19","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-06-10-004568","BPA2","2022-06-10",NULL,"INITIATED",NULL,NULL,"c5bb7d91-661a-4f68-b7fd-576f92752182"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-24-002821","BPA1","2022-04-24","2022-04-24","APPROVED","BP/BDA/000231","2022-06-10","824f170e-6cfe-48f0-a164-979643eacf26"
"Bhubaneswar","BP-BMC-2022-03-21-001844","BPA1","2022-03-21","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a2d8369e-1767-472f-b6ca-ac6483273686"
"Rourkela","BP-RRK-2022-02-08-000728","BPA1","2022-02-08","2022-02-16","APPROVED","BP/RRK/000060","2022-03-08","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswar","BP-BMC-2022-05-13-003562","BPA2","2022-05-13","2022-06-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"9cb955e4-3e54-4d7d-8cc8-8a20c1217d94"
"Berhampur","BP-BAM-2022-03-31-002092","BPA1","2022-03-31","2022-04-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-02-08-000743","BPA2","2022-02-08","2022-02-11","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"b9541811-fda4-4164-840a-f6e78c98b83a"
"Sambalpur","BP-SMB-2022-02-20-000999","BPA2","2022-02-20",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"65a07334-9279-490f-b2d6-1517b24898c0"
"Rourkela","BP-RRK-2022-02-08-000729","BPA1","2022-02-08","2022-02-16","APPROVED","BP/RRK/000061","2022-03-08","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswar","BP-BMC-2022-02-21-001003","BPA2","2022-02-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"2b1d8626-b11f-47cc-b93d-54ee05970f2b"
"Bhubaneswar","BP-BMC-2022-04-06-002290","BPA2","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswar","BP-BMC-2022-04-01-002099","BPA2","2022-04-01","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2122da4f-0574-4075-8738-da7094ae6934"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-20-004892","BPA1","2022-06-20",NULL,"INITIATED",NULL,NULL,"d79b7c4e-cec9-444b-94c1-e03f9fea6738"
"Berhampurdevelopmentauthority","BP-BED-2022-03-18-001826","BPA1","2022-03-18","2022-03-18","APPROVED","BP/BED/000130","2022-04-27","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-03-11-001607","BPA1","2022-03-11","2022-06-10","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswar","BP-BMC-2022-03-25-001939","BPA2","2022-03-25",NULL,"PENDING_APPL_FEE",NULL,NULL,"62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Bhubaneswar","BP-BMC-2022-06-18-004865","BPA1","2022-06-18","2022-06-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Rourkela","BP-RRK-2022-06-23-005039","BPA1","2022-06-23",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-26-001183","BPA2","2022-02-26","2022-03-25","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2181eefd-50ea-4ceb-be18-c5ef245502e2"
"Bhubaneswar","BP-BMC-2022-05-05-003232","BPA1","2022-05-05","2022-05-10","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Sambalpur","BP-SMB-2022-07-23-006481","BPA1","2022-07-23","2022-07-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"74f05717-56d7-40d3-a07a-292b257cc0e4"
"Bhubaneswar","BP-BMC-2022-02-21-001010","BPA2","2022-02-21",NULL,"PENDING_APPL_FEE",NULL,NULL,"15ea2ba6-6444-4b91-bc11-63a2e5c41d58"
"Bhubaneswar","BP-BMC-2022-06-23-005038","BPA1","2022-06-23",NULL,"PENDING_APPL_FEE",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Rourkela","BP-RRK-2022-03-23-001903","BPA2","2022-03-23",NULL,"PENDING_APPL_FEE",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswar","BP-BMC-2022-02-19-000996","BPA1","2022-02-19","2022-02-20","APPROVED","BP/BMC/000132","2022-04-27","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttack","BP-CTC-2022-03-17-001795","BPA1","2022-03-17",NULL,"PENDING_APPL_FEE",NULL,NULL,"8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Berhampur","BP-BAM-2022-05-05-003198","BPA1","2022-05-05",NULL,"PENDING_APPL_FEE",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswar","BP-BMC-2022-02-17-000923","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-22-001031","BPA1","2022-02-22",NULL,"PENDING_APPL_FEE",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-15-001712","BPA1","2022-03-15","2022-06-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Cuttack","BP-CTC-2022-07-22-006465","BPA1","2022-07-22","2022-07-25","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"616634c8-43b8-423b-a9cc-9173b68a13f3"
"Bhubaneswar","BP-BMC-2022-04-28-002996","BPA2","2022-04-28","2022-04-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Jatni","BP-JTN-2022-03-16-001770","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL,"b9f774ac-4c80-4778-aec4-7eef0346bcd0"
"Bhubaneswar","BP-BMC-2022-02-11-000804","BPA2","2022-02-11","2022-02-11","REJECTED",NULL,NULL,"b9541811-fda4-4164-840a-f6e78c98b83a"
"Bhubaneswar","BP-BMC-2022-02-09-000756","BPA2","2022-02-09","2022-02-15","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"b9541811-fda4-4164-840a-f6e78c98b83a"
"Berhampur","BP-BAM-2022-05-06-003305","BPA1","2022-05-06","2022-05-10","APPROVED","BP/BAM/000198","2022-05-19","9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswar","BP-BMC-2022-04-07-002306","BPA2","2022-04-07","2022-05-10","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Cuttack","BP-CTC-2022-07-22-006466","BPA1","2022-07-22","2022-07-22","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Rourkela","BP-RRK-2022-02-04-000684","BPA1","2022-02-04","2022-02-15","APPROVED","BP/RRK/000074","2022-03-25","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Bhubaneswar","BP-BMC-2022-03-09-001547","BPA1","2022-03-09",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-21-001023","BPA1","2022-02-21","2022-02-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampur","BP-BAM-2022-04-05-002225","BPA1","2022-04-05",NULL,"INITIATED",NULL,NULL,"f999af3a-ce00-484a-b770-f593f3e28f36"
"Bhubaneswar","BP-BMC-2022-04-06-002293","BPA1","2022-04-06",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswar","BP-BMC-2022-03-23-001905","BPA1","2022-03-23","2022-06-09","FIELDINSPECTION_INPROGRESS",NULL,NULL,"bddc0b5b-6ff6-413c-aee3-89a6164c214e"
"Bhubaneswar","BP-BMC-2022-03-10-001565","BPA2","2022-03-10","2022-03-10","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswar","BP-BMC-2022-06-20-004925","BPA1","2022-06-20","2022-07-22","APPROVAL_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Bhubaneswar","BP-BMC-2022-02-25-001157","BPA1","2022-02-25","2022-03-02","APPROVAL_INPROGRESS",NULL,NULL,"c5967c95-4b7d-4e5b-b18b-36d6cc2d3037"
"Bhubaneswar","BP-BMC-2022-03-21-001846","BPA1","2022-03-21","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a2d8369e-1767-472f-b6ca-ac6483273686"
"Bhubaneswar","BP-BMC-2022-03-28-001990","BPA2","2022-03-28",NULL,"INITIATED",NULL,NULL,"542a79cf-fd8d-44d2-b9be-0869a4f4c7b3"
"Bhubaneswar","BP-BMC-2022-06-29-005574","BPA1","2022-06-29","2022-06-30","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a38a5e5b-48a9-4463-9870-180fce189220"
"Bhubaneswar","BP-BMC-2022-03-30-002029","BPA1","2022-03-30",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-07-000719","BPA1","2022-02-07","2022-02-21","APPROVED","BP/BDA/000071","2022-03-22","a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Berhampur","BP-BAM-2022-04-27-002961","BPA1","2022-04-27",NULL,"INITIATED",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswar","BP-BMC-2022-03-25-001943","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Berhampur","BP-BAM-2022-04-07-002315","BPA2","2022-04-07","2022-04-07","APPROVED","BP/BAM/000327","2022-07-08","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Rourkela","BP-RRK-2022-04-03-002151","BPA1","2022-04-03","2022-04-05","APPROVED","BP/RRK/000151","2022-05-02","5710255c-6933-4713-b32b-766d51ef3bb5"
"Bhubaneswar","BP-BMC-2022-02-25-001164","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Rourkela","BP-RRK-2022-04-08-002361","BPA1","2022-04-08","2022-04-08","APPROVED","BP/RRK/000218","2022-06-02","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Bhubaneswar","BP-BMC-2022-04-08-002352","BPA1","2022-04-08","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Sundargarh","BP-SNG-2022-04-20-002671","BPA1","2022-04-20","2022-04-20","APPROVAL_INPROGRESS",NULL,NULL,"3916844a-5948-4cd6-b9c1-bc43ce074f9d"
"Berhampur","BP-BAM-2022-05-05-003236","BPA1","2022-05-05",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-04-12-002447","BPA1","2022-04-12",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswar","BP-BMC-2022-03-15-001735","BPA1","2022-03-15",NULL,"PENDING_APPL_FEE",NULL,NULL,"4367b4e4-46a6-4bd1-bcd1-fd5a4b9c29c3"
"Cuttackdevelopmentauthority","BP-CDA-2022-03-23-001907","BPA2","2022-03-23",NULL,"INITIATED",NULL,NULL,"945f45e1-1f9b-49c6-b8ef-4a91663cdfd5"
"Bhubaneswar","BP-BMC-2022-03-12-001640","BPA1","2022-03-12","2022-03-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Bhubaneswar","BP-BMC-2022-02-22-001034","BPA1","2022-02-22","2022-02-22","APPROVED","BP/BMC/000073","2022-03-25","3067361e-48df-452e-8e1f-e3ce730a1acc"
"Berhampur","BP-BAM-2022-03-25-001945","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-03-22-001883","BPA1","2022-03-22","2022-03-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Rourkela","BP-RRK-2022-03-15-001694","BPA1","2022-03-15","2022-03-15","APPROVED","BP/RRK/000077","2022-03-28","5710255c-6933-4713-b32b-766d51ef3bb5"
"Bhubaneswar","BP-BMC-2022-02-26-001201","BPA1","2022-02-26","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"1cd77c34-7597-471d-be40-f5ae86d6fed8"
"Bhubaneswar","BP-BMC-2022-02-21-001015","BPA1","2022-02-21","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Vyasanagar","BP-VSN-2022-04-26-002888","BPA1","2022-04-26","2022-04-26","FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-07-23-006484","BPA1","2022-07-23",NULL,"PENDING_APPL_FEE",NULL,NULL,"542a79cf-fd8d-44d2-b9be-0869a4f4c7b3"
"Bhubaneswar","BP-BMC-2022-02-17-000915","BPA1","2022-02-17","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-06-20-004889","BPA1","2022-06-20","2022-06-20","FIELDINSPECTION_INPROGRESS",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Berhampur","BP-BAM-2022-05-05-003216","BPA1","2022-05-05",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2021-12-10-000193","BPA1","2021-12-10","2021-12-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-03-19-001833","BPA1","2022-03-19","2022-03-20","REJECTED",NULL,NULL,"0b238455-8f3f-4323-b61d-99a330e6cc00"
"Jatni","BP-JTN-2022-03-16-001774","BPA1","2022-03-16","2022-03-17","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"b9f774ac-4c80-4778-aec4-7eef0346bcd0"
"Bhubaneswar","BP-BMC-2022-02-21-001018","BPA1","2022-02-21",NULL,"INITIATED",NULL,NULL,"223d99d5-f237-43d5-b1dc-4824dca4f3ca"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-12-001621","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL,"8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Bhubaneswar","BP-BMC-2022-07-23-006469","BPA1","2022-07-23","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-03-24-001909","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL,"fe2df47e-9718-431c-bcca-e2b9e843489c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-25-001947","BPA1","2022-03-25",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-23-006485","BPA1","2022-07-23","2022-07-28","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-22-001044","BPA1","2022-02-22",NULL,"INITIATED",NULL,NULL,"3067361e-48df-452e-8e1f-e3ce730a1acc"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-14-004700","BPA1","2022-06-14","2022-06-20","APPROVED","BP/BDA/000439","2022-07-25","5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswar","BP-BMC-2022-03-16-001775","BPA2","2022-03-16",NULL,"PENDING_APPL_FEE",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Cuttack","BP-CTC-2022-03-15-001740","BPA1","2022-03-15","2022-03-15","APPROVED","BP/CTC/000068","2022-03-21","7df76f4c-09f6-454c-8296-62d2d650e763"
"Bhubaneswar","BP-BMC-2022-02-22-001047","BPA1","2022-02-22",NULL,"INITIATED",NULL,NULL,"3067361e-48df-452e-8e1f-e3ce730a1acc"
"Berhampur","BP-BAM-2022-06-13-004687","BPA1","2022-06-13","2022-06-14","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-04-21-002731","BPA1","2022-04-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"50c60c54-9b8d-4460-b5a6-2184b9851d95"
"Berhampurdevelopmentauthority","BP-BED-2022-06-13-004684","BPA2","2022-06-13",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-07-27-006618","BPA2","2022-07-27",NULL,"INITIATED",NULL,NULL,"642810c2-9b60-4baa-ba5c-b0ebd744d3ce"
"Bhubaneswar","BP-BMC-2022-03-31-002073","BPA1","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Sambalpur","BP-SMB-2022-04-30-003083","BPA1","2022-04-30","2022-04-30","APPROVED","BP/SMB/000225","2022-06-07","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Khordha","BP-KHU-2022-07-22-006429","BPA1","2022-07-22","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Sambalpur","BP-SMB-2022-02-21-001022","BPA1","2022-02-21","2022-03-16","REJECTED",NULL,NULL,"7c8e4712-df4c-4ebf-b500-05d064bff8cf"
"Cuttackdevelopmentauthority","BP-CDA-2022-03-31-002054","BPA2","2022-03-31","2022-04-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"945f45e1-1f9b-49c6-b8ef-4a91663cdfd5"
"Sambalpur","BP-SMB-2022-07-08-005934","BPA2","2022-07-08","2022-07-08","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"4ced2f3f-adb1-472d-b034-54945561c2b0"
"Berhampur","BP-BAM-2022-04-07-002327","BPA1","2022-04-07",NULL,"INITIATED",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Cuttackdevelopmentauthority","BP-CDA-2022-03-24-001910","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL,"945f45e1-1f9b-49c6-b8ef-4a91663cdfd5"
"Rourkela","BP-RRK-2022-03-13-001645","BPA1","2022-03-13","2022-03-13","APPROVED","BP/RRK/000072","2022-03-25","cbf66c9d-c8c3-4ba3-b77d-791ceadae440"
"Rourkela","BP-RRK-2022-05-07-003342","BPA1","2022-05-07","2022-05-10","APPROVED","BP/RRK/000222","2022-06-04","cbf66c9d-c8c3-4ba3-b77d-791ceadae440"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002711","BPA1","2022-04-21","2022-06-29","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampurdevelopmentauthority","BP-BED-2022-06-02-004059","BPA1","2022-06-02","2022-06-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-03-28-001981","BPA1","2022-03-28","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3334041c-1ebc-4a98-93bb-a00198d456ef"
"Bhubaneswar","BP-BMC-2022-02-22-001053","BPA1","2022-02-22","2022-03-05","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Cuttack","BP-CTC-2022-04-29-003048","BPA1","2022-04-29","2022-04-30","APPROVED","BP/CTC/000145","2022-04-30","8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Berhampur","BP-BAM-2022-03-16-001779","BPA1","2022-03-16","2022-03-17","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Sambalpur","BP-SMB-2022-01-19-000440","BPA1","2022-01-19","2022-01-19","APPROVED","BP/SMB/000051","2022-02-23","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Cuttack","BP-CTC-2022-02-23-001065","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL,"83b2aaec-6f69-44f2-804d-5ebd8dc2e42e"
"Cuttackdevelopmentauthority","BP-CDA-2022-03-24-001911","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL,"945f45e1-1f9b-49c6-b8ef-4a91663cdfd5"
"Bhubaneswar","BP-BMC-2022-02-22-001048","BPA1","2022-02-22","2022-02-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3067361e-48df-452e-8e1f-e3ce730a1acc"
"Berhampurdevelopmentauthority","BP-BED-2022-04-30-003058","BPA1","2022-04-30","2022-05-05","APPROVED","BP/BED/000190","2022-05-13","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-04-28-002981","BPA1","2022-04-28",NULL,"INITIATED",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Bhubaneswar","BP-BMC-2022-04-01-002097","BPA1","2022-04-01","2022-06-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2181eefd-50ea-4ceb-be18-c5ef245502e2"
"Sambalpur","BP-SMB-2022-05-02-003106","BPA1","2022-05-02","2022-05-02","APPROVED","BP/SMB/000250","2022-06-16","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Bhubaneswar","BP-BMC-2022-02-21-001027","BPA1","2022-02-21","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-06-000694","BPA1","2022-02-06","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Khordha","BP-KHU-2022-04-07-002311","BPA1","2022-04-07","2022-04-08","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Bhubaneswar","BP-BMC-2022-06-21-004939","BPA1","2022-06-21","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"1cd77c34-7597-471d-be40-f5ae86d6fed8"
"Bhubaneswar","BP-BMC-2022-03-25-001948","BPA1","2022-03-25","2022-03-26","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Cuttack","BP-CTC-2022-03-24-001912","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL,"945f45e1-1f9b-49c6-b8ef-4a91663cdfd5"
"Berhampur","BP-BAM-2022-03-16-001780","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-01-29-000585","BPA1","2022-01-29","2022-04-07","APPROVED","BP/BMC/000200","2022-05-20","3f514a75-e9fa-4fe5-92b8-2cd2ba3f06a6"
"Bhubaneswar","BP-BMC-2022-02-23-001072","BPA1","2022-02-23","2022-04-18","FIELDINSPECTION_INPROGRESS",NULL,NULL,"80715b94-326e-494f-8664-4cef679d5e99"
"Berhampur","BP-BAM-2022-02-23-001080","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-03-28-001995","BPA1","2022-03-28",NULL,"INITIATED",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Jatni","BP-JTN-2022-04-28-002999","BPA1","2022-04-28","2022-04-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"9fa1213a-aa8f-4e24-acb6-356bbdb88468"
"Berhampur","BP-BAM-2022-02-23-001086","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-04-23-002776","BPA1","2022-04-23",NULL,"INPROGRESS",NULL,NULL,"b60caaee-6c29-48ac-bfba-0a5df78df490"
"Berhampur","BP-BAM-2022-02-23-001087","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-07-004442","BPA1","2022-06-07",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"4f91db32-3a8c-4ac4-8100-aba0175f75a1"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-25-001172","BPA1","2022-02-25","2022-03-04","APPROVED","BP/BDA/000096","2022-04-09","658fc06a-a16c-4d56-b8a8-193a40fbaee1"
