"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate","createdby"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-28-000564","BPA1","2022-01-28","2022-01-29","APPROVED","BP/BDA/000069","2022-03-22","de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-29-000586","BPA1","2022-01-29","2022-02-01","APPROVED","BP/BDA/000065","2022-03-12","5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswar","BP-BMC-2022-02-08-000744","BPA1","2022-02-08","2022-02-09","APPROVED","BP/BMC/000192","2022-05-18","658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswar","BP-BMC-2022-04-28-003001","BPA1","2022-04-28","2022-04-29","APPROVAL_INPROGRESS",NULL,NULL,"3d29a70b-bb62-4cc4-ada7-f96705f8c49c"
"Bhubaneswar","BP-BMC-2022-06-04-004325","BPA1","2022-06-04",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Bhubaneswar","BP-BMC-2022-03-16-001781","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL,"7bef1d5d-cadf-4308-bfb1-5459c8132963"
"Bhubaneswar","BP-BMC-2022-02-23-001079","BPA1","2022-02-23","2022-02-23","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-05-20-003796","BPA2","2022-05-20",NULL,"INITIATED",NULL,NULL,"1c717362-ed90-4fa6-8894-3160aca7dc28"
"Berhampur","BP-BAM-2022-05-17-003657","BPA1","2022-05-17","2022-06-29","REJECTED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001090","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-01-002105","BPA1","2022-04-01",NULL,"PENDING_APPL_FEE",NULL,NULL,"a8d707db-6ef0-4a25-8a83-d4ef6e9b8f81"
"Bhubaneswar","BP-BMC-2022-03-10-001569","BPA2","2022-03-10","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL,"ad015a6e-a092-4532-bf06-7900bfd67cbb"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-23-006487","BPA2","2022-07-23",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9fa1213a-aa8f-4e24-acb6-356bbdb88468"
"Berhampur","BP-BAM-2022-02-17-000940","BPA1","2022-02-17","2022-02-23","APPROVED","BP/BAM/000058","2022-03-07","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-06-29-005583","BPA1","2022-06-29","2022-07-21","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"2a3c9da2-4bf9-4f93-b31a-a746edc76877"
"Bhubaneswar","BP-BMC-2022-04-05-002246","BPA1","2022-04-05","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"223d99d5-f237-43d5-b1dc-4824dca4f3ca"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-04-004316","BPA2","2022-06-04",NULL,"INITIATED",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Berhampur","BP-BAM-2022-02-23-001095","BPA1","2022-02-23",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Rourkela","BP-RRK-2022-03-24-001923","BPA2","2022-03-24","2022-03-24","APPROVED","BP/RRK/000078","2022-03-28","3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-23-001098","BPA1","2022-02-23","2022-02-26","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Berhampur","BP-BAM-2022-02-25-001173","BPA1","2022-02-25","2022-03-01","APPROVED","BP/BAM/000084","2022-04-01","4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-04-12-002459","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Cuttack","BP-CTC-2022-06-11-004618","BPA1","2022-06-11","2022-06-11","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Berhampur","BP-BAM-2022-03-30-002033","BPA1","2022-03-30",NULL,"INPROGRESS",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-01-28-000566","BPA1","2022-01-28","2022-02-14","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"34e92490-faea-48b0-9460-5748e94c54de"
"Bhubaneswar","BP-BMC-2022-03-25-001940","BPA2","2022-03-25",NULL,"INITIATED",NULL,NULL,"fe2df47e-9718-431c-bcca-e2b9e843489c"
"Bhubaneswar","BP-BMC-2022-04-23-002779","BPA2","2022-04-23","2022-06-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"b70d7600-c285-4969-b13c-f2a36534d1c0"
"Bhubaneswar","BP-BMC-2022-02-15-000884","BPA1","2022-02-15","2022-02-19","APPROVAL_INPROGRESS",NULL,NULL,"769b3410-76e9-4ba9-8bc8-6338c9398fb9"
"Sambalpur","BP-SMB-2022-01-28-000562","BPA1","2022-01-28","2022-03-04","REJECTED",NULL,NULL,"b9c359e4-5660-403b-933f-60d2da002ad3"
"Bhubaneswar","BP-BMC-2022-02-22-001042","BPA1","2022-02-22","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Berhampur","BP-BAM-2022-02-11-000821","BPA1","2022-02-11","2022-02-11","APPROVED","BP/BAM/000090","2022-04-05","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-02-11-000802","BPA1","2022-02-11","2022-04-13","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"223d99d5-f237-43d5-b1dc-4824dca4f3ca"
"Bhubaneswar","BP-BMC-2022-07-12-006020","BPA1","2022-07-12","2022-07-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-28-002987","BPA1","2022-04-28",NULL,"INITIATED",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Berhampur","BP-BAM-2022-02-19-000988","BPA1","2022-02-19","2022-02-23","APPROVED","BP/BAM/000056","2022-03-05","4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-02-22-001041","BPA1","2022-02-22","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Bhubaneswar","BP-BMC-2022-03-24-001908","BPA2","2022-03-24","2022-04-12","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"28c9f5be-f413-43b2-b68b-42c9825f916a"
"Bhubaneswar","BP-BMC-2022-02-24-001113","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Rourkela","BP-RRK-2022-02-24-001114","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL,"2147889d-7bfe-4171-8cbb-b6b88cdef706"
"Bhubaneswar","BP-BMC-2022-03-12-001629","BPA1","2022-03-12","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002720","BPA1","2022-04-21","2022-07-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-04-000682","BPA1","2022-02-04","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswar","BP-BMC-2022-01-29-000587","BPA1","2022-01-29","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswar","BP-BMC-2022-02-24-001116","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003582","BPA1","2022-05-13",NULL,"INITIATED",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswar","BP-BMC-2022-02-24-001118","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"c5967c95-4b7d-4e5b-b18b-36d6cc2d3037"
"Bhubaneswar","BP-BMC-2022-02-24-001121","BPA1","2022-02-24","2022-03-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"642810c2-9b60-4baa-ba5c-b0ebd744d3ce"
"Rourkela","BP-RRK-2022-02-24-001119","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL,"2147889d-7bfe-4171-8cbb-b6b88cdef706"
"Rourkela","BP-RRK-2022-01-29-000575","BPA1","2022-01-29",NULL,"REJECTED",NULL,NULL,"c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Bhubaneswar","BP-BMC-2022-06-29-005585","BPA1","2022-06-29","2022-07-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswar","BP-BMC-2022-04-04-002180","BPA1","2022-04-04","2022-04-05","APPROVAL_INPROGRESS",NULL,NULL,"5746f532-ed5d-4d70-855f-0d483063a74e"
"Bhubaneswar","BP-BMC-2022-03-12-001631","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Rourkela","BP-RRK-2022-02-24-001123","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL,"2147889d-7bfe-4171-8cbb-b6b88cdef706"
"Bhubaneswar","BP-BMC-2022-06-29-005570","BPA1","2022-06-29","2022-06-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Bhubaneswar","BP-BMC-2022-02-24-001128","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"223d99d5-f237-43d5-b1dc-4824dca4f3ca"
"Bhubaneswar","BP-BMC-2022-02-24-001136","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"5746f532-ed5d-4d70-855f-0d483063a74e"
"Rourkela","BP-RRK-2022-03-16-001784","BPA1","2022-03-16","2022-03-16","FIELDINSPECTION_INPROGRESS",NULL,NULL,"5710255c-6933-4713-b32b-766d51ef3bb5"
"Bhubaneswar","BP-BMC-2022-02-24-001137","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"5746f532-ed5d-4d70-855f-0d483063a74e"
"Berhampur","BP-BAM-2022-02-24-001141","BPA1","2022-02-24",NULL,"INITIATED",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-02-24-001143","BPA2","2022-02-24",NULL,"INITIATED",NULL,NULL,"fe2df47e-9718-431c-bcca-e2b9e843489c"
"Bhubaneswar","BP-BMC-2022-03-12-001632","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Rourkela","BP-RRK-2022-02-25-001151","BPA2","2022-02-25",NULL,"INITIATED",NULL,NULL,"2147889d-7bfe-4171-8cbb-b6b88cdef706"
"Bhubaneswar","BP-BMC-2022-04-04-002160","BPA1","2022-04-04","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL,"8323edcd-5059-41f2-971d-568209d90db9"
"Bhubaneswar","BP-BMC-2022-02-25-001153","BPA2","2022-02-25",NULL,"INITIATED",NULL,NULL,"f60a138a-a234-41d4-b654-d1b7d470642f"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-22-002763","BPA1","2022-04-22","2022-07-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-03-11-001612","BPA1","2022-03-11","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswar","BP-BMC-2022-02-25-001161","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-06-23-005034","BPA1","2022-06-23",NULL,"PENDING_APPL_FEE",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Bhubaneswar","BP-BMC-2022-02-25-001166","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswar","BP-BMC-2022-02-25-001168","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"2ca869e5-5b31-4387-ad66-f90c9f197fcd"
"Bhubaneswar","BP-BMC-2022-02-25-001169","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"5746f532-ed5d-4d70-855f-0d483063a74e"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-25-001171","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Berhampurdevelopmentauthority","BP-BED-2022-05-13-003578","BPA1","2022-05-13","2022-05-31","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswar","BP-BMC-2022-02-22-001045","BPA1","2022-02-22","2022-02-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001914","BPA1","2022-03-24",NULL,"PENDING_APPL_FEE",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-05-001414","BPA1","2022-03-05","2022-03-05","APPROVED","BP/BDA/000070","2022-03-22","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttackdevelopmentauthority","BP-CDA-2022-03-24-001917","BPA2","2022-03-24",NULL,"INITIATED",NULL,NULL,"945f45e1-1f9b-49c6-b8ef-4a91663cdfd5"
"Rourkela","BP-RRK-2022-02-19-000986","BPA1","2022-02-19","2022-02-25","APPROVED","BP/RRK/000062","2022-03-08","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Cuttack","BP-CTC-2022-04-18-002610","BPA1","2022-04-18","2022-04-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswar","BP-BMC-2022-03-31-002079","BPA1","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswar","BP-BMC-2022-04-01-002109","BPA1","2022-04-01","2022-04-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Bhubaneswar","BP-BMC-2022-02-25-001178","BPA1","2022-02-25",NULL,"INITIATED",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswar","BP-BMC-2022-04-23-002785","BPA1","2022-04-23","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Rourkela","BP-RRK-2022-02-02-000639","BPA2","2022-02-02","2022-02-02","APPROVED","BP/RRK/000052","2022-03-01","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Bhubaneswar","BP-BMC-2022-03-12-001633","BPA1","2022-03-12","2022-03-12","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Rourkela","BP-RRK-2022-02-02-000644","BPA2","2022-02-02","2022-02-02","APPROVED","BP/RRK/000053","2022-03-01","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Berhampur","BP-BAM-2022-04-28-002989","BPA2","2022-04-28",NULL,"INITIATED",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswar","BP-BMC-2022-03-24-001921","BPA1","2022-03-24","2022-03-25","APPROVAL_INPROGRESS",NULL,NULL,"82952b85-b38a-4e17-8c1d-ce3e2b9a5cf2"
"Rourkela","BP-RRK-2022-02-02-000645","BPA2","2022-02-02","2022-02-02","APPROVED","BP/RRK/000458","2022-07-27","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Cuttack","BP-CTC-2022-04-07-002316","BPA1","2022-04-07",NULL,"INITIATED",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Khordha","BP-KHU-2022-03-30-002037","BPA1","2022-03-30","2022-04-04","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Berhampurdevelopmentauthority","BP-BED-2022-06-15-004730","BPA1","2022-06-15","2022-06-15","APPROVED","BP/BED/000468","2022-07-28","9c00d59a-d3ef-4671-9885-24d549d99639"
"Cuttack","BP-CTC-2022-04-07-002307","BPA1","2022-04-07","2022-04-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Bhubaneswar","BP-BMC-2022-02-28-001238","BPA1","2022-02-28","2022-03-01","APPROVED","BP/BMC/000116","2022-04-22","b70d7600-c285-4969-b13c-f2a36534d1c0"
"Bhubaneswar","BP-BMC-2022-03-31-002081","BPA1","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-10-002396","BPA1","2022-04-10","2022-04-10","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"824f170e-6cfe-48f0-a164-979643eacf26"
"Bhubaneswar","BP-BMC-2022-04-08-002355","BPA1","2022-04-08","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Rourkela","BP-RRK-2022-03-09-001520","BPA1","2022-03-09","2022-03-09","APPROVED","BP/RRK/000080","2022-03-30","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Rourkela","BP-RRK-2022-03-22-001878","BPA1","2022-03-22","2022-03-25","APPROVED","BP/RRK/000085","2022-04-02","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswar","BP-BMC-2022-02-22-001056","BPA2","2022-02-22","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"7ac2082c-09be-46cd-9fc2-24b7ba6baa1e"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-01-005625","BPA2","2022-07-01","2022-07-01","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"ad4e35bc-b75b-4e9e-b135-9410570ad273"
"Rourkela","BP-RRK-2022-03-08-001488","BPA1","2022-03-08","2022-03-08","APPROVED","BP/RRK/000081","2022-03-30","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Bhubaneswar","BP-BMC-2022-04-02-002121","BPA2","2022-04-02","2022-04-02","FIELDINSPECTION_INPROGRESS",NULL,NULL,"c5967c95-4b7d-4e5b-b18b-36d6cc2d3037"
"Bhubaneswar","BP-BMC-2022-01-26-000543","BPA1","2022-01-26","2022-01-26","APPROVED","BP/BMC/000109","2022-04-14","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswar","BP-BMC-2022-04-13-002517","BPA1","2022-04-13","2022-04-13","APPROVED","BP/BMC/000201","2022-05-20","5438c653-0daf-4a92-b272-d4991734a9c7"
"Sambalpur","BP-SMB-2022-03-02-001292","BPA1","2022-03-02","2022-03-02","APPROVED","BP/SMB/000107","2022-04-13","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-31-002086","BPA1","2022-03-31",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-07-001465","BPA1","2022-03-07","2022-03-09","APPROVED","BP/BDA/000099","2022-04-09","658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswar","BP-BMC-2022-02-21-001020","BPA1","2022-02-21","2022-02-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-03-17-001793","BPA1","2022-03-17","2022-04-14","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f999af3a-ce00-484a-b770-f593f3e28f36"
"Berhampur","BP-BAM-2022-05-04-003176","BPA1","2022-05-04","2022-05-04","APPROVED","BP/BAM/000268","2022-06-22","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Sambalpur","BP-SMB-2022-03-07-001458","BPA1","2022-03-07","2022-03-07","APPROVED","BP/SMB/000103","2022-04-12","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Cuttack","BP-CTC-2022-03-21-001857","BPA1","2022-03-21","2022-03-22","APPROVED","BP/CTC/000082","2022-03-30","7df76f4c-09f6-454c-8296-62d2d650e763"
"Berhampur","BP-BAM-2022-03-08-001506","BPA1","2022-03-08","2022-03-12","APPROVED","BP/BAM/000169","2022-05-06","9130547b-3a6b-4929-a740-83de41fa99a4"
"Berhampurdevelopmentauthority","BP-BED-2022-03-18-001823","BPA1","2022-03-18","2022-03-18","APPROVED","BP/BED/000093","2022-04-07","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Rourkela","BP-RRK-2022-03-14-001653","BPA1","2022-03-14","2022-03-14","APPROVED","BP/RRK/000083","2022-03-31","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Bhubaneswar","BP-BMC-2022-04-07-002302","BPA1","2022-04-07","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Berhampurdevelopmentauthority","BP-BED-2022-04-04-002194","BPA1","2022-04-04","2022-04-04","APPROVED","BP/BED/000156","2022-05-04","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Berhampurdevelopmentauthority","BP-BED-2022-04-30-003063","BPA1","2022-04-30","2022-05-05","APPROVED","BP/BED/000189","2022-05-13","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-03-14-001686","BPA1","2022-03-14","2022-03-15","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Rourkela","BP-RRK-2022-03-22-001879","BPA1","2022-03-22","2022-03-25","APPROVED","BP/RRK/000097","2022-04-09","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswar","BP-BMC-2022-04-09-002382","BPA1","2022-04-09","2022-04-09","FIELDINSPECTION_INPROGRESS",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Bhubaneswar","BP-BMC-2022-03-31-002087","BPA1","2022-03-31","2022-04-04","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Bhubaneswar","BP-BMC-2022-06-12-004639","BPA1","2022-06-12","2022-07-07","APPROVAL_INPROGRESS",NULL,NULL,"2cf42103-4f41-486f-9e63-05f366b9be8f"
"Rourkela","BP-RRK-2022-03-22-001880","BPA1","2022-03-22","2022-03-25","APPROVED","BP/RRK/000153","2022-05-02","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Sambalpur","BP-SMB-2022-06-29-005587","BPA1","2022-06-29","2022-07-02","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"1017e8af-18d4-4224-b677-61d803dfd952"
"Berhampur","BP-BAM-2022-03-16-001782","BPA1","2022-03-16","2022-03-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-03-31-002088","BPA1","2022-03-31",NULL,"INITIATED",NULL,NULL,"8323edcd-5059-41f2-971d-568209d90db9"
"Bhubaneswar","BP-BMC-2022-02-02-000653","BPA1","2022-02-02","2022-02-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Bhubaneswar","BP-BMC-2022-03-30-002022","BPA2","2022-03-30","2022-04-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"bb616f61-df6a-4595-be55-7386098a69c6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-01-005624","BPA2","2022-07-01","2022-07-01","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"ad4e35bc-b75b-4e9e-b135-9410570ad273"
"Bhubaneswar","BP-BMC-2022-02-26-001187","BPA1","2022-02-26","2022-04-15","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Rourkela","BP-RRK-2022-01-24-000536","BPA2","2022-01-24","2022-01-27","REJECTED",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-23-002788","BPA1","2022-04-23",NULL,"INITIATED",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Cuttack","BP-CTC-2022-04-27-002922","BPA1","2022-04-27","2022-04-27","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswar","BP-BMC-2022-04-07-002341","BPA1","2022-04-07","2022-04-08","FIELDINSPECTION_INPROGRESS",NULL,NULL,"bb616f61-df6a-4595-be55-7386098a69c6"
"Bhubaneswar","BP-BMC-2022-04-12-002460","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Berhampur","BP-BAM-2022-03-14-001663","BPA1","2022-03-14","2022-03-14","APPROVED","BP/BAM/000092","2022-04-07","4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-03-003137","BPA1","2022-05-03","2022-05-05","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"2181eefd-50ea-4ceb-be18-c5ef245502e2"
"Bhubaneswar","BP-BMC-2022-06-14-004713","BPA1","2022-06-14","2022-06-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"4f91db32-3a8c-4ac4-8100-aba0175f75a1"
"Bhubaneswar","BP-BMC-2022-01-21-000471","BPA1","2022-01-21","2022-01-21","APPROVED","BP/BMC/000088","2022-04-04","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttack","BP-CTC-2022-04-20-002670","BPA1","2022-04-20","2022-04-20","APPROVED","BP/CTC/000124","2022-04-26","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
